time,score,anomaly
2026-03-01T00:00:00+00:00,0.8724605606057437,True
2026-03-09T00:00:00+00:00,0.7733391409033463,True
2026-05-16T00:00:00+00:00,0.7201774210551198,True
2026-01-01T00:00:00+00:00,0.6753252327977488,True
2026-03-27T00:00:00+00:00,0.6662039507770655,True
2026-03-26T00:00:00+00:00,0.6297434401434218,True
2026-01-13T00:00:00+00:00,0.6005434919135413,True
2026-03-05T00:00:00+00:00,0.5730895219060006,True
2026-03-23T00:00:00+00:00,0.5435571518241324,True
2026-03-04T00:00:00+00:00,0.543110015180711,False
2026-05-17T00:00:00+00:00,0.5399307857289517,False
2026-01-11T00:00:00+00:00,0.5388911163037099,False
2026-01-10T00:00:00+00:00,0.5363742757909935,False
2026-03-22T00:00:00+00:00,0.5215559371595556,False
2026-03-06T00:00:00+00:00,0.5213568299064917,False
2026-03-25T00:00:00+00:00,0.5205133302718259,False
2026-01-09T00:00:00+00:00,0.5171795474275909,False
2026-01-02T00:00:00+00:00,0.5158059454939696,False
2026-01-12T00:00:00+00:00,0.5152868517594633,False
2026-01-15T00:00:00+00:00,0.5069168818126568,False
2026-01-22T00:00:00+00:00,0.5053731280538184,False
2026-07-19T00:00:00+00:00,0.5018013109727102,False
2026-01-20T00:00:00+00:00,0.49811179407191913,False
2026-01-14T00:00:00+00:00,0.49673813987783433,False
2026-01-17T00:00:00+00:00,0.49269552037172476,False
2026-01-08T00:00:00+00:00,0.49095920432821566,False
2026-02-10T00:00:00+00:00,0.4900460080572212,False
2026-04-10T00:00:00+00:00,0.48698526899547934,False
2026-01-18T00:00:00+00:00,0.4848224844894441,False
2026-02-01T00:00:00+00:00,0.4833914172200402,False
2026-01-19T00:00:00+00:00,0.4814536477898436,False
2026-06-27T00:00:00+00:00,0.4810488586543795,False
2026-01-31T00:00:00+00:00,0.4787560332094244,False
2026-03-03T00:00:00+00:00,0.4781439357036553,False
2026-03-08T00:00:00+00:00,0.47778490136102186,False
2026-05-18T00:00:00+00:00,0.4772970447706938,False
2026-01-23T00:00:00+00:00,0.4771475109259225,False
2026-03-19T00:00:00+00:00,0.47411850409960676,False
2026-03-12T00:00:00+00:00,0.4721537593284584,False
